"Project";"Task";"Note";"Start date & time";"End date & time";"Start date";"Start time";"End date";"End time";"Duration";"Duration in hours";"Tags";
"Развлечения";"Интернет";"";"7 авг. 2021 г. 23:17:27";"7 авг. 2021 г. 23:55:02";"7 авг. 2021 г.";"23:17:27";"7 авг. 2021 г.";"23:55:02";"0:37";"0,63";"";
"Сон";"";"";"7 авг. 2021 г. 23:55:02";"8 авг. 2021 г. 06:06:41";"7 авг. 2021 г.";"23:55:02";"8 авг. 2021 г.";"06:06:41";"6:11";"6,19";"";
"Развлечения";"Интернет";"";"8 авг. 2021 г. 06:06:41";"8 авг. 2021 г. 07:42:35";"8 авг. 2021 г.";"06:06:41";"8 авг. 2021 г.";"07:42:35";"1:35";"1,6";"";
"Уход за семьей";"Кошка";"";"8 авг. 2021 г. 07:42:35";"8 авг. 2021 г. 07:45:09";"8 авг. 2021 г.";"07:42:35";"8 авг. 2021 г.";"07:45:09";"0:02";"0,04";"";
"Развлечения";"Интернет";"";"8 авг. 2021 г. 07:45:09";"8 авг. 2021 г. 08:25:36";"8 авг. 2021 г.";"07:45:09";"8 авг. 2021 г.";"08:25:36";"0:40";"0,67";"";
"Уход за семьей";"Готовка";"";"8 авг. 2021 г. 08:25:36";"8 авг. 2021 г. 08:35:40";"8 авг. 2021 г.";"08:25:36";"8 авг. 2021 г.";"08:35:40";"0:10";"0,17";"";
"Развлечения";"Интернет";"";"8 авг. 2021 г. 08:35:40";"8 авг. 2021 г. 08:51:59";"8 авг. 2021 г.";"08:35:40";"8 авг. 2021 г.";"08:51:59";"0:16";"0,27";"";
"Уход за семьей";"Готовка";"";"8 авг. 2021 г. 08:51:59";"8 авг. 2021 г. 09:03:42";"8 авг. 2021 г.";"08:51:59";"8 авг. 2021 г.";"09:03:42";"0:11";"0,2";"";
"Здоровье";"Гигиена";"";"8 авг. 2021 г. 09:03:42";"8 авг. 2021 г. 09:05:44";"8 авг. 2021 г.";"09:03:42";"8 авг. 2021 г.";"09:05:44";"0:02";"0,03";"";
"Развлечения";"Интернет";"";"8 авг. 2021 г. 09:05:44";"8 авг. 2021 г. 09:32:34";"8 авг. 2021 г.";"09:05:44";"8 авг. 2021 г.";"09:32:34";"0:26";"0,45";"";
"Общение";"Семья";"";"8 авг. 2021 г. 09:32:34";"8 авг. 2021 г. 09:54:49";"8 авг. 2021 г.";"09:32:34";"8 авг. 2021 г.";"09:54:49";"0:22";"0,37";"";
"Развлечения";"Интернет";"";"8 авг. 2021 г. 09:54:49";"8 авг. 2021 г. 10:12:09";"8 авг. 2021 г.";"09:54:49";"8 авг. 2021 г.";"10:12:09";"0:17";"0,29";"";
"Прочее";"Сборы";"";"8 авг. 2021 г. 10:12:09";"8 авг. 2021 г. 10:19:58";"8 авг. 2021 г.";"10:12:09";"8 авг. 2021 г.";"10:19:58";"0:07";"0,13";"";
"Развлечения";"ТВ";"";"8 авг. 2021 г. 10:19:58";"8 авг. 2021 г. 11:53:33";"8 авг. 2021 г.";"10:19:58";"8 авг. 2021 г.";"11:53:33";"1:33";"1,56";"";
"Здоровье";"Еда";"";"8 авг. 2021 г. 11:53:33";"8 авг. 2021 г. 12:05:09";"8 авг. 2021 г.";"11:53:33";"8 авг. 2021 г.";"12:05:09";"0:11";"0,19";"";
"Здоровье";"Гигиена";"";"8 авг. 2021 г. 12:05:09";"8 авг. 2021 г. 12:07:20";"8 авг. 2021 г.";"12:05:09";"8 авг. 2021 г.";"12:07:20";"0:02";"0,04";"";
"Развлечения";"Интернет";"";"8 авг. 2021 г. 12:07:20";"8 авг. 2021 г. 12:16:48";"8 авг. 2021 г.";"12:07:20";"8 авг. 2021 г.";"12:16:48";"0:09";"0,16";"";
"Развлечения";"Фильм";"";"8 авг. 2021 г. 12:16:48";"8 авг. 2021 г. 12:23:27";"8 авг. 2021 г.";"12:16:48";"8 авг. 2021 г.";"12:23:27";"0:06";"0,11";"";
"Уход за семьей";"Организация";"";"8 авг. 2021 г. 12:23:27";"8 авг. 2021 г. 12:25:45";"8 авг. 2021 г.";"12:23:27";"8 авг. 2021 г.";"12:25:45";"0:02";"0,04";"";
"Развлечения";"Фильм";"";"8 авг. 2021 г. 12:25:45";"8 авг. 2021 г. 12:54:27";"8 авг. 2021 г.";"12:25:45";"8 авг. 2021 г.";"12:54:27";"0:28";"0,48";"";
"Уход за семьей";"Организация";"";"8 авг. 2021 г. 12:54:27";"8 авг. 2021 г. 13:33:52";"8 авг. 2021 г.";"12:54:27";"8 авг. 2021 г.";"13:33:52";"0:39";"0,66";"";
"Прочее";"Сборы";"";"8 авг. 2021 г. 13:33:52";"8 авг. 2021 г. 13:46:16";"8 авг. 2021 г.";"13:33:52";"8 авг. 2021 г.";"13:46:16";"0:12";"0,21";"";
"Прочее";"Транспорт";"";"8 авг. 2021 г. 13:46:16";"8 авг. 2021 г. 14:56:07";"8 авг. 2021 г.";"13:46:16";"8 авг. 2021 г.";"14:56:07";"1:09";"1,16";"";
"Уход за семьей";"Организация";"";"8 авг. 2021 г. 14:56:07";"8 авг. 2021 г. 17:17:56";"8 авг. 2021 г.";"14:56:07";"8 авг. 2021 г.";"17:17:56";"2:21";"2,36";"";
"Общение";"Друзья";"";"8 авг. 2021 г. 17:17:56";"8 авг. 2021 г. 17:25:46";"8 авг. 2021 г.";"17:17:56";"8 авг. 2021 г.";"17:25:46";"0:07";"0,13";"";
"Уход за семьей";"Организация";"";"8 авг. 2021 г. 17:25:46";"8 авг. 2021 г. 17:56:38";"8 авг. 2021 г.";"17:25:46";"8 авг. 2021 г.";"17:56:38";"0:30";"0,51";"";
"Прочее";"Транспорт";"";"8 авг. 2021 г. 17:56:38";"8 авг. 2021 г. 19:00:30";"8 авг. 2021 г.";"17:56:38";"8 авг. 2021 г.";"19:00:30";"1:03";"1,06";"";
"Уход за семьей";"Магазин (и интернет-шопинг)";"";"8 авг. 2021 г. 19:00:30";"8 авг. 2021 г. 19:05:36";"8 авг. 2021 г.";"19:00:30";"8 авг. 2021 г.";"19:05:36";"0:05";"0,09";"";
"Прочее";"Сборы";"";"8 авг. 2021 г. 19:05:36";"8 авг. 2021 г. 19:12:47";"8 авг. 2021 г.";"19:05:36";"8 авг. 2021 г.";"19:12:47";"0:07";"0,12";"";
"Здоровье";"Еда";"";"8 авг. 2021 г. 19:12:47";"8 авг. 2021 г. 19:27:25";"8 авг. 2021 г.";"19:12:47";"8 авг. 2021 г.";"19:27:25";"0:14";"0,24";"";
"Здоровье";"Гигиена";"";"8 авг. 2021 г. 19:27:25";"8 авг. 2021 г. 20:42:27";"8 авг. 2021 г.";"19:27:25";"8 авг. 2021 г.";"20:42:27";"1:15";"1,25";"";
"Общение";"Животные";"";"8 авг. 2021 г. 20:42:27";"8 авг. 2021 г. 20:51:16";"8 авг. 2021 г.";"20:42:27";"8 авг. 2021 г.";"20:51:16";"0:08";"0,15";"";
"Развлечения";"Интернет";"";"8 авг. 2021 г. 20:51:16";"8 авг. 2021 г. 22:24:01";"8 авг. 2021 г.";"20:51:16";"8 авг. 2021 г.";"22:24:01";"1:32";"1,55";"";
"Общение";"Животные";"";"8 авг. 2021 г. 22:24:01";"8 авг. 2021 г. 22:27:10";"8 авг. 2021 г.";"22:24:01";"8 авг. 2021 г.";"22:27:10";"0:03";"0,05";"";
"Уход за семьей";"Готовка";"";"8 авг. 2021 г. 22:27:10";"8 авг. 2021 г. 22:33:59";"8 авг. 2021 г.";"22:27:10";"8 авг. 2021 г.";"22:33:59";"0:06";"0,11";"";
"Развлечения";"Интернет";"";"8 авг. 2021 г. 22:33:59";"8 авг. 2021 г. 22:44:04";"8 авг. 2021 г.";"22:33:59";"8 авг. 2021 г.";"22:44:04";"0:10";"0,17";"";
"Прочее";"Сборы";"";"8 авг. 2021 г. 22:44:04";"8 авг. 2021 г. 22:57:23";"8 авг. 2021 г.";"22:44:04";"8 авг. 2021 г.";"22:57:23";"0:13";"0,22";"";
"Развлечения";"Интернет";"";"8 авг. 2021 г. 22:57:23";"8 авг. 2021 г. 23:34:38";"8 авг. 2021 г.";"22:57:23";"8 авг. 2021 г.";"23:34:38";"0:37";"0,62";"";
"Сон";"";"";"8 авг. 2021 г. 23:34:38";"9 авг. 2021 г. 06:55:45";"8 авг. 2021 г.";"23:34:38";"9 авг. 2021 г.";"06:55:45";"7:21";"7,35";"";
"Уход за семьей";"Кошка";"";"9 авг. 2021 г. 06:55:45";"9 авг. 2021 г. 07:03:34";"9 авг. 2021 г.";"06:55:45";"9 авг. 2021 г.";"07:03:34";"0:07";"0,13";"";
"Развлечения";"Интернет";"";"9 авг. 2021 г. 07:03:34";"9 авг. 2021 г. 09:00:24";"9 авг. 2021 г.";"07:03:34";"9 авг. 2021 г.";"09:00:24";"1:56";"1,95";"";
"Прочее";"Сборы";"";"9 авг. 2021 г. 09:00:24";"9 авг. 2021 г. 09:02:32";"9 авг. 2021 г.";"09:00:24";"9 авг. 2021 г.";"09:02:32";"0:02";"0,04";"";
"Здоровье";"Гигиена";"";"9 авг. 2021 г. 09:02:32";"9 авг. 2021 г. 09:03:35";"9 авг. 2021 г.";"09:02:32";"9 авг. 2021 г.";"09:03:35";"0:01";"0,02";"";
"Уход за семьей";"Готовка";"";"9 авг. 2021 г. 09:03:35";"9 авг. 2021 г. 09:18:43";"9 авг. 2021 г.";"09:03:35";"9 авг. 2021 г.";"09:18:43";"0:15";"0,25";"";
"Здоровье";"Еда";"";"9 авг. 2021 г. 09:18:43";"9 авг. 2021 г. 09:33:13";"9 авг. 2021 г.";"09:18:43";"9 авг. 2021 г.";"09:33:13";"0:14";"0,24";"";
"Общение";"Животные";"";"9 авг. 2021 г. 09:33:13";"9 авг. 2021 г. 09:37:42";"9 авг. 2021 г.";"09:33:13";"9 авг. 2021 г.";"09:37:42";"0:04";"0,07";"";
"Прочее";"Сборы";"";"9 авг. 2021 г. 09:37:42";"9 авг. 2021 г. 09:43:33";"9 авг. 2021 г.";"09:37:42";"9 авг. 2021 г.";"09:43:33";"0:05";"0,1";"";
"Развлечения";"Интернет";"";"9 авг. 2021 г. 09:43:33";"9 авг. 2021 г. 10:11:56";"9 авг. 2021 г.";"09:43:33";"9 авг. 2021 г.";"10:11:56";"0:28";"0,47";"";
"Прочее";"Сборы";"";"9 авг. 2021 г. 10:11:56";"9 авг. 2021 г. 10:29:02";"9 авг. 2021 г.";"10:11:56";"9 авг. 2021 г.";"10:29:02";"0:17";"0,28";"";
"Уход за семьей";"Магазин (и интернет-шопинг)";"";"9 авг. 2021 г. 10:29:02";"9 авг. 2021 г. 10:46:48";"9 авг. 2021 г.";"10:29:02";"9 авг. 2021 г.";"10:46:48";"0:17";"0,3";"";
"Здоровье";"Физическая активность";"";"9 авг. 2021 г. 10:46:48";"9 авг. 2021 г. 10:50:51";"9 авг. 2021 г.";"10:46:48";"9 авг. 2021 г.";"10:50:51";"0:04";"0,07";"";
"Уход за семьей";"Уборка / стирка";"";"9 авг. 2021 г. 10:50:51";"9 авг. 2021 г. 10:54:17";"9 авг. 2021 г.";"10:50:51";"9 авг. 2021 г.";"10:54:17";"0:03";"0,06";"";
"Здоровье";"Физическая активность";"";"9 авг. 2021 г. 10:54:17";"9 авг. 2021 г. 11:08:56";"9 авг. 2021 г.";"10:54:17";"9 авг. 2021 г.";"11:08:56";"0:14";"0,24";"";
"Уход за семьей";"Кошка";"";"9 авг. 2021 г. 11:08:56";"9 авг. 2021 г. 11:14:58";"9 авг. 2021 г.";"11:08:56";"9 авг. 2021 г.";"11:14:58";"0:06";"0,1";"";
"Развлечения";"Интернет";"";"9 авг. 2021 г. 11:14:58";"9 авг. 2021 г. 11:31:28";"9 авг. 2021 г.";"11:14:58";"9 авг. 2021 г.";"11:31:28";"0:16";"0,28";"";
"Прочее";"Сборы";"";"9 авг. 2021 г. 11:31:28";"9 авг. 2021 г. 11:32:43";"9 авг. 2021 г.";"11:31:28";"9 авг. 2021 г.";"11:32:43";"0:01";"0,02";"";
"Развлечения";"Интернет";"";"9 авг. 2021 г. 11:32:43";"9 авг. 2021 г. 11:42:22";"9 авг. 2021 г.";"11:32:43";"9 авг. 2021 г.";"11:42:22";"0:09";"0,16";"";
"Уход за семьей";"Готовка";"";"9 авг. 2021 г. 11:42:22";"9 авг. 2021 г. 11:50:33";"9 авг. 2021 г.";"11:42:22";"9 авг. 2021 г.";"11:50:33";"0:08";"0,14";"";
"Здоровье";"Гигиена";"";"9 авг. 2021 г. 11:50:33";"9 авг. 2021 г. 11:53:37";"9 авг. 2021 г.";"11:50:33";"9 авг. 2021 г.";"11:53:37";"0:03";"0,05";"";
"Здоровье";"Еда";"";"9 авг. 2021 г. 11:53:37";"9 авг. 2021 г. 11:59:26";"9 авг. 2021 г.";"11:53:37";"9 авг. 2021 г.";"11:59:26";"0:05";"0,1";"";
"Уход за семьей";"Организация";"";"9 авг. 2021 г. 11:59:26";"9 авг. 2021 г. 14:51:01";"9 авг. 2021 г.";"11:59:26";"9 авг. 2021 г.";"14:51:01";"2:51";"2,86";"";
"Развлечения";"Интернет";"";"9 авг. 2021 г. 14:51:01";"9 авг. 2021 г. 14:55:40";"9 авг. 2021 г.";"14:51:01";"9 авг. 2021 г.";"14:55:40";"0:04";"0,08";"";
"Прочее";"Сборы";"";"9 авг. 2021 г. 14:55:40";"9 авг. 2021 г. 15:04:44";"9 авг. 2021 г.";"14:55:40";"9 авг. 2021 г.";"15:04:44";"0:09";"0,15";"";
"Развитие";"Расслабление";"";"9 авг. 2021 г. 15:04:44";"9 авг. 2021 г. 15:06:46";"9 авг. 2021 г.";"15:04:44";"9 авг. 2021 г.";"15:06:46";"0:02";"0,03";"";
"Уход за семьей";"Уборка / стирка";"";"9 авг. 2021 г. 15:06:46";"9 авг. 2021 г. 15:43:38";"9 авг. 2021 г.";"15:06:46";"9 авг. 2021 г.";"15:43:38";"0:36";"0,61";"";
"Общение";"Семья";"";"9 авг. 2021 г. 15:43:38";"9 авг. 2021 г. 15:53:51";"9 авг. 2021 г.";"15:43:38";"9 авг. 2021 г.";"15:53:51";"0:10";"0,17";"";
"Прочее";"Сборы";"";"9 авг. 2021 г. 15:53:51";"9 авг. 2021 г. 16:03:58";"9 авг. 2021 г.";"15:53:51";"9 авг. 2021 г.";"16:03:58";"0:10";"0,17";"";
"Развитие";"Дневник";"";"9 авг. 2021 г. 16:03:58";"9 авг. 2021 г. 16:14:59";"9 авг. 2021 г.";"16:03:58";"9 авг. 2021 г.";"16:14:59";"0:11";"0,18";"";
"Общение";"Семья";"";"9 авг. 2021 г. 16:14:59";"9 авг. 2021 г. 16:17:09";"9 авг. 2021 г.";"16:14:59";"9 авг. 2021 г.";"16:17:09";"0:02";"0,04";"";
"Развлечения";"Интернет";"";"9 авг. 2021 г. 16:17:09";"9 авг. 2021 г. 16:21:25";"9 авг. 2021 г.";"16:17:09";"9 авг. 2021 г.";"16:21:25";"0:04";"0,07";"";
"Продуктивность";"Работа";"";"9 авг. 2021 г. 16:21:25";"9 авг. 2021 г. 16:26:32";"9 авг. 2021 г.";"16:21:25";"9 авг. 2021 г.";"16:26:32";"0:05";"0,09";"";
"Общение";"Друзья";"";"9 авг. 2021 г. 16:26:32";"9 авг. 2021 г. 16:29:34";"9 авг. 2021 г.";"16:26:32";"9 авг. 2021 г.";"16:29:34";"0:03";"0,05";"";
"Прочее";"Сборы";"";"9 авг. 2021 г. 16:29:34";"9 авг. 2021 г. 16:33:23";"9 авг. 2021 г.";"16:29:34";"9 авг. 2021 г.";"16:33:23";"0:03";"0,06";"";
"Развлечения";"Интернет";"";"9 авг. 2021 г. 16:33:23";"9 авг. 2021 г. 17:10:41";"9 авг. 2021 г.";"16:33:23";"9 авг. 2021 г.";"17:10:41";"0:37";"0,62";"";
"Общение";"Друзья";"";"9 авг. 2021 г. 17:10:41";"9 авг. 2021 г. 17:23:57";"9 авг. 2021 г.";"17:10:41";"9 авг. 2021 г.";"17:23:57";"0:13";"0,22";"";
"Прочее";"Сборы";"";"9 авг. 2021 г. 17:23:57";"9 авг. 2021 г. 17:35:36";"9 авг. 2021 г.";"17:23:57";"9 авг. 2021 г.";"17:35:36";"0:11";"0,19";"";
"Уход за семьей";"Магазин (и интернет-шопинг)";"";"9 авг. 2021 г. 17:35:36";"9 авг. 2021 г. 18:19:50";"9 авг. 2021 г.";"17:35:36";"9 авг. 2021 г.";"18:19:50";"0:44";"0,74";"";
"Уход за семьей";"Организация";"";"9 авг. 2021 г. 18:19:50";"9 авг. 2021 г. 18:26:42";"9 авг. 2021 г.";"18:19:50";"9 авг. 2021 г.";"18:26:42";"0:06";"0,11";"";
"Прочее";"Сборы";"";"9 авг. 2021 г. 18:26:42";"9 авг. 2021 г. 18:29:19";"9 авг. 2021 г.";"18:26:42";"9 авг. 2021 г.";"18:29:19";"0:02";"0,04";"";
"Уход за семьей";"Уборка / стирка";"";"9 авг. 2021 г. 18:29:19";"9 авг. 2021 г. 19:17:34";"9 авг. 2021 г.";"18:29:19";"9 авг. 2021 г.";"19:17:34";"0:48";"0,8";"";
"Прочее";"Сборы";"";"9 авг. 2021 г. 19:17:34";"9 авг. 2021 г. 19:19:35";"9 авг. 2021 г.";"19:17:34";"9 авг. 2021 г.";"19:19:35";"0:02";"0,03";"";
"Развлечения";"Интернет";"";"9 авг. 2021 г. 19:19:35";"9 авг. 2021 г. 19:59:02";"9 авг. 2021 г.";"19:19:35";"9 авг. 2021 г.";"19:59:02";"0:39";"0,66";"";
"Уход за семьей";"Организация";"";"9 авг. 2021 г. 19:59:02";"9 авг. 2021 г. 20:08:28";"9 авг. 2021 г.";"19:59:02";"9 авг. 2021 г.";"20:08:28";"0:09";"0,16";"";
"Здоровье";"Гигиена";"";"9 авг. 2021 г. 20:08:28";"9 авг. 2021 г. 20:50:10";"9 авг. 2021 г.";"20:08:28";"9 авг. 2021 г.";"20:50:10";"0:41";"0,69";"";
"Уход за семьей";"Уборка / стирка";"";"9 авг. 2021 г. 20:50:10";"9 авг. 2021 г. 20:52:52";"9 авг. 2021 г.";"20:50:10";"9 авг. 2021 г.";"20:52:52";"0:02";"0,05";"";
"Уход за семьей";"Готовка";"";"9 авг. 2021 г. 20:52:52";"9 авг. 2021 г. 20:59:19";"9 авг. 2021 г.";"20:52:52";"9 авг. 2021 г.";"20:59:19";"0:06";"0,11";"";
"Здоровье";"Еда";"";"9 авг. 2021 г. 20:59:19";"9 авг. 2021 г. 21:13:23";"9 авг. 2021 г.";"20:59:19";"9 авг. 2021 г.";"21:13:23";"0:14";"0,23";"";
"Общение";"Друзья";"";"9 авг. 2021 г. 21:13:23";"9 авг. 2021 г. 21:50:35";"9 авг. 2021 г.";"21:13:23";"9 авг. 2021 г.";"21:50:35";"0:37";"0,62";"";
"Общение";"Животные";"";"9 авг. 2021 г. 21:50:35";"9 авг. 2021 г. 21:52:58";"9 авг. 2021 г.";"21:50:35";"9 авг. 2021 г.";"21:52:58";"0:02";"0,04";"";
"Общение";"Семья";"";"9 авг. 2021 г. 21:52:58";"9 авг. 2021 г. 22:01:06";"9 авг. 2021 г.";"21:52:58";"9 авг. 2021 г.";"22:01:06";"0:08";"0,14";"";
"Здоровье";"Гигиена";"";"9 авг. 2021 г. 22:01:06";"9 авг. 2021 г. 22:15:25";"9 авг. 2021 г.";"22:01:06";"9 авг. 2021 г.";"22:15:25";"0:14";"0,24";"";
"Прочее";"Сборы";"";"9 авг. 2021 г. 22:15:25";"9 авг. 2021 г. 22:17:20";"9 авг. 2021 г.";"22:15:25";"9 авг. 2021 г.";"22:17:20";"0:01";"0,03";"";
"Уход за семьей";"Кошка";"";"9 авг. 2021 г. 22:17:20";"9 авг. 2021 г. 22:19:23";"9 авг. 2021 г.";"22:17:20";"9 авг. 2021 г.";"22:19:23";"0:02";"0,03";"";
"Развлечения";"Интернет";"";"9 авг. 2021 г. 22:19:23";"9 авг. 2021 г. 22:29:18";"9 авг. 2021 г.";"22:19:23";"9 авг. 2021 г.";"22:29:18";"0:09";"0,17";"";
"Прочее";"Сборы";"";"9 авг. 2021 г. 22:29:18";"9 авг. 2021 г. 22:33:26";"9 авг. 2021 г.";"22:29:18";"9 авг. 2021 г.";"22:33:26";"0:04";"0,07";"";
"Развлечения";"Интернет";"";"9 авг. 2021 г. 22:33:26";"9 авг. 2021 г. 23:00:14";"9 авг. 2021 г.";"22:33:26";"9 авг. 2021 г.";"23:00:14";"0:26";"0,45";"";
"Прочее";"Сборы";"";"9 авг. 2021 г. 23:00:14";"9 авг. 2021 г. 23:02:36";"9 авг. 2021 г.";"23:00:14";"9 авг. 2021 г.";"23:02:36";"0:02";"0,04";"";
"Здоровье";"Гигиена";"";"9 авг. 2021 г. 23:02:36";"9 авг. 2021 г. 23:09:51";"9 авг. 2021 г.";"23:02:36";"9 авг. 2021 г.";"23:09:51";"0:07";"0,12";"";
"Уход за семьей";"Магазин (и интернет-шопинг)";"";"9 авг. 2021 г. 23:09:51";"9 авг. 2021 г. 23:16:23";"9 авг. 2021 г.";"23:09:51";"9 авг. 2021 г.";"23:16:23";"0:06";"0,11";"";
"Сон";"";"";"9 авг. 2021 г. 23:16:23";"10 авг. 2021 г. 06:19:26";"9 авг. 2021 г.";"23:16:23";"10 авг. 2021 г.";"06:19:26";"7:03";"7,05";"";
"Уход за семьей";"Кошка";"";"10 авг. 2021 г. 06:19:26";"10 авг. 2021 г. 06:25:51";"10 авг. 2021 г.";"06:19:26";"10 авг. 2021 г.";"06:25:51";"0:06";"0,11";"";
"Развлечения";"Интернет";"";"10 авг. 2021 г. 06:25:51";"10 авг. 2021 г. 07:30:38";"10 авг. 2021 г.";"06:25:51";"10 авг. 2021 г.";"07:30:38";"1:04";"1,08";"";
"Прочее";"Сборы";"";"10 авг. 2021 г. 07:30:38";"10 авг. 2021 г. 07:40:40";"10 авг. 2021 г.";"07:30:38";"10 авг. 2021 г.";"07:40:40";"0:10";"0,17";"";
"Здоровье";"Гигиена";"";"10 авг. 2021 г. 07:40:40";"10 авг. 2021 г. 07:42:44";"10 авг. 2021 г.";"07:40:40";"10 авг. 2021 г.";"07:42:44";"0:02";"0,03";"";
"Уход за семьей";"Готовка";"";"10 авг. 2021 г. 07:42:44";"10 авг. 2021 г. 07:54:06";"10 авг. 2021 г.";"07:42:44";"10 авг. 2021 г.";"07:54:06";"0:11";"0,19";"";
"Здоровье";"Еда";"";"10 авг. 2021 г. 07:54:06";"10 авг. 2021 г. 08:02:29";"10 авг. 2021 г.";"07:54:06";"10 авг. 2021 г.";"08:02:29";"0:08";"0,14";"";
"Уход за семьей";"Уборка / стирка";"";"10 авг. 2021 г. 08:02:29";"10 авг. 2021 г. 08:05:40";"10 авг. 2021 г.";"08:02:29";"10 авг. 2021 г.";"08:05:40";"0:03";"0,05";"";
"Уход за семьей";"Организация";"";"10 авг. 2021 г. 08:05:40";"10 авг. 2021 г. 08:20:25";"10 авг. 2021 г.";"08:05:40";"10 авг. 2021 г.";"08:20:25";"0:14";"0,25";"";
"Здоровье";"Гигиена";"";"10 авг. 2021 г. 08:20:25";"10 авг. 2021 г. 08:45:50";"10 авг. 2021 г.";"08:20:25";"10 авг. 2021 г.";"08:45:50";"0:25";"0,42";"";
"Уход за семьей";"Организация";"";"10 авг. 2021 г. 08:45:50";"10 авг. 2021 г. 09:26:09";"10 авг. 2021 г.";"08:45:50";"10 авг. 2021 г.";"09:26:09";"0:40";"0,67";"";
"Развлечения";"Интернет";"";"10 авг. 2021 г. 09:26:09";"10 авг. 2021 г. 09:31:14";"10 авг. 2021 г.";"09:26:09";"10 авг. 2021 г.";"09:31:14";"0:05";"0,08";"";
"Развитие";"Расслабление";"";"10 авг. 2021 г. 09:31:14";"10 авг. 2021 г. 09:37:22";"10 авг. 2021 г.";"09:31:14";"10 авг. 2021 г.";"09:37:22";"0:06";"0,1";"";
"Уход за семьей";"Организация";"";"10 авг. 2021 г. 09:37:22";"10 авг. 2021 г. 09:56:40";"10 авг. 2021 г.";"09:37:22";"10 авг. 2021 г.";"09:56:40";"0:19";"0,32";"";
"Уход за семьей";"Кошка";"";"10 авг. 2021 г. 09:56:40";"10 авг. 2021 г. 09:58:58";"10 авг. 2021 г.";"09:56:40";"10 авг. 2021 г.";"09:58:58";"0:02";"0,04";"";
"Уход за семьей";"Организация";"";"10 авг. 2021 г. 09:58:58";"10 авг. 2021 г. 10:10:42";"10 авг. 2021 г.";"09:58:58";"10 авг. 2021 г.";"10:10:42";"0:11";"0,2";"";
"Продуктивность";"Работа";"";"10 авг. 2021 г. 10:10:42";"10 авг. 2021 г. 12:49:59";"10 авг. 2021 г.";"10:10:42";"10 авг. 2021 г.";"12:49:59";"2:39";"2,65";"";
"Развитие";"Расслабление";"";"10 авг. 2021 г. 12:49:59";"10 авг. 2021 г. 12:57:32";"10 авг. 2021 г.";"12:49:59";"10 авг. 2021 г.";"12:57:32";"0:07";"0,13";"";
"Продуктивность";"Работа";"";"10 авг. 2021 г. 12:57:32";"10 авг. 2021 г. 13:06:41";"10 авг. 2021 г.";"12:57:32";"10 авг. 2021 г.";"13:06:41";"0:09";"0,15";"";
"Уход за семьей";"Готовка";"";"10 авг. 2021 г. 13:06:41";"10 авг. 2021 г. 13:19:49";"10 авг. 2021 г.";"13:06:41";"10 авг. 2021 г.";"13:19:49";"0:13";"0,22";"";
"Здоровье";"Еда";"";"10 авг. 2021 г. 13:19:49";"10 авг. 2021 г. 13:31:23";"10 авг. 2021 г.";"13:19:49";"10 авг. 2021 г.";"13:31:23";"0:11";"0,19";"";
"Продуктивность";"Работа";"";"10 авг. 2021 г. 13:31:23";"10 авг. 2021 г. 15:16:00";"10 авг. 2021 г.";"13:31:23";"10 авг. 2021 г.";"15:16:00";"1:44";"1,74";"";
"Продуктивность";"Работа";"";"10 авг. 2021 г. 15:16:00";"10 авг. 2021 г. 16:33:03";"10 авг. 2021 г.";"15:16:00";"10 авг. 2021 г.";"16:33:03";"1:17";"1,28";"";
"Развитие";"Расслабление";"";"10 авг. 2021 г. 16:33:03";"10 авг. 2021 г. 16:37:04";"10 авг. 2021 г.";"16:33:03";"10 авг. 2021 г.";"16:37:04";"0:04";"0,07";"";
"Здоровье";"Гигиена";"";"10 авг. 2021 г. 16:37:04";"10 авг. 2021 г. 16:39:43";"10 авг. 2021 г.";"16:37:04";"10 авг. 2021 г.";"16:39:43";"0:02";"0,04";"";
"Уход за семьей";"Готовка";"";"10 авг. 2021 г. 16:39:43";"10 авг. 2021 г. 16:47:46";"10 авг. 2021 г.";"16:39:43";"10 авг. 2021 г.";"16:47:46";"0:08";"0,13";"";
"Продуктивность";"Работа";"";"10 авг. 2021 г. 16:47:46";"10 авг. 2021 г. 17:27:57";"10 авг. 2021 г.";"16:47:46";"10 авг. 2021 г.";"17:27:57";"0:40";"0,67";"";
"Развлечения";"Интернет";"";"10 авг. 2021 г. 17:27:57";"10 авг. 2021 г. 17:37:29";"10 авг. 2021 г.";"17:27:57";"10 авг. 2021 г.";"17:37:29";"0:09";"0,16";"";
"Развитие";"Расслабление";"";"10 авг. 2021 г. 17:37:29";"10 авг. 2021 г. 17:40:54";"10 авг. 2021 г.";"17:37:29";"10 авг. 2021 г.";"17:40:54";"0:03";"0,06";"";
"Продуктивность";"Работа";"";"10 авг. 2021 г. 17:40:54";"10 авг. 2021 г. 17:47:15";"10 авг. 2021 г.";"17:40:54";"10 авг. 2021 г.";"17:47:15";"0:06";"0,11";"";
"Уход за семьей";"Организация";"";"10 авг. 2021 г. 17:47:15";"10 авг. 2021 г. 18:11:48";"10 авг. 2021 г.";"17:47:15";"10 авг. 2021 г.";"18:11:48";"0:24";"0,41";"";
